,true,AFP,GAT,MPNN,DNN,RF,SVR
0,2.957682227,2.8528416,2.6040444,3.504015303812502,2.9171772,3.1410499096717954,3.0581787621483745
1,1.611626262,1.6438682,2.1741142,2.0498352184330457,1.609013,1.7544236671104287,1.711387148415761
2,2.532970595,2.4433715,2.268662,2.5721878885452996,2.5157852,2.51649830662238,2.5253125709303355
3,1.793378211,1.8603139,1.8172126,1.6920247023859645,1.7258704,1.739165006552597,1.7049396707853655
4,2.406205105,2.1132445,2.748972,2.740354326211516,2.4753273,2.4219591659068045,2.3706837925658806
5,2.116431258,2.3212051,2.4779663,3.096100109643265,2.1391761,2.490732555734509,2.648569750384179
6,2.575524985,2.41291,2.2894013,2.7486080041636605,2.3167126,2.5239619715690917,2.475566427487868
7,2.379425047,2.4117117,2.7435248,2.483581325089438,2.384247,2.4355012094050377,2.479028026305455
8,3.826645492,4.2013025,2.5469017,3.8216126356753204,3.7994618,3.299456230301397,3.726694398845083
9,4.193280471,4.214655,5.0979958,4.407048320005174,4.3186874,3.5718890287594696,3.5014022970720697
10,2.184927125,2.2191157,2.5838542,2.2394553208080565,2.1490798,2.1032345054753945,2.1470089267298653
11,1.568680157,1.8142698,2.5444767,2.0318235804829716,1.5494583,2.0866040300382616,1.6685417319910147
12,1.578885386,1.4514049,1.6369238,1.5994130876110162,1.5830765,1.6046107411632609,1.5636824902117663
13,2.924776487,3.1359048,3.0046585,3.6173999913785613,2.8995564,2.968202543866939,2.9263218383562903
14,2.158094799,2.099574,1.6139724,1.672401066753994,2.123705,1.881586707906258,1.884935866728126
15,1.811674285,1.8622489,2.3015358,2.240180297734943,1.8164816,1.9550989939854593,2.284507502626399
16,2.501247468,2.7263515,2.1419623,2.2112604002755445,2.4723945,2.249816343484174,2.401086751767775
17,3.051405371,3.356033,2.5571196,5.021983245717905,3.1124494,3.1989383824210726,2.9514439945403015
18,2.553995486,2.376907,2.2720337,1.9564904213188532,2.4778142,2.195228768039657,1.9061992738995623
19,3.685079186,3.832132,3.3414,2.7518236634556628,3.6710057,3.090933022555416,3.585145025420832
20,2.264589774,2.2435405,2.0605612,2.165869444102192,2.244148,2.35934052450378,2.3645538497781433
21,2.581464049,2.5614016,2.719784,2.2432266877322076,2.5633786,2.5369309537927927,2.5409162771771365
22,2.444020336,2.4238343,2.2963345,2.1708097556387482,2.6566174,2.3371262089506812,2.509633336224605
23,3.752823103,4.060697,4.168853,4.23028053270301,3.9416847,3.7146756338637577,3.8530832439320175
24,2.826515356,2.827297,2.399102,2.1266835566396156,2.9040496,2.76817563443801,2.726787403265234
25,2.06278826,2.1579971,2.0277188,2.070767538940425,1.9850786,1.9316783328461558,2.011180923518407
26,2.686748254,2.6406596,2.323946,2.6505084057751027,2.6024559,2.645837745422487,2.5866660646278143
27,3.151563131,3.0865376,2.8534887,2.4535189611516204,3.267695,2.825403907742556,2.3574360274101966
28,2.315505149,2.429229,2.4059596,2.2667635994979123,2.1821282,2.45623289457683,2.415507657366361
29,1.765960178,1.7888585,1.9065704,1.9843484495707384,1.8303096,1.7490350567153305,1.8659580151063417
30,3.128920013,3.0117307,2.43555,2.944171046296068,3.0387387,3.032300838885058,3.0289554471974145
31,2.672615567,2.522118,2.1831732,2.1898574967562565,2.646662,2.3799346149682337,2.44946644351685
32,4.68613705,4.5671916,3.9724433,4.365882654690244,4.649606,4.375336274407734,4.447873711563645
33,2.143258279,2.1365035,2.5771956,1.9571839615862925,2.0994608,2.1185979206675682,2.043134946006917
34,2.774590978,2.246922,2.695058,2.4946380790437406,2.7500699,2.63618999699424,2.807146544648151
