,true,MLP,RF,SVR
0,2.957682227,2.96690436275747,2.9555475284300012,2.963454059479314
1,1.611626262,1.6524648239947182,1.604394152679999,1.6189591492756539
2,1.924011387,1.8553241205118332,1.9173176516600003,1.8666843336613972
3,2.532970595,2.5917580077832407,2.5495910775299966,2.60154800252893
4,1.793378211,1.7743888533266803,1.789660948500002,1.7732366674375593
5,2.406205105,2.3954175674771703,2.410024245339999,2.3733851352993733
6,2.116431258,2.192521840048933,2.1703040923400034,2.2282450027033915
7,2.575524985,2.603241487101354,2.5775341282899955,2.5955606458997442
8,1.491494465,1.4594699263352737,1.48376911822,1.4450089612977894
9,2.379425047,2.4090654020424385,2.3816124625800015,2.4181173602173853
10,3.826645492,3.9088373489882273,3.8233356864200063,3.8858357741540157
11,4.193280471,4.157806775745236,4.228502458899995,4.221213897935582
12,2.184927125,2.0323152659904684,2.162955873130002,2.0576099181156082
13,1.568680157,1.666260484969735,1.5841729809000002,1.6236081822624033
14,1.364006386,1.3817221803980264,1.3780499593,1.3870470059679971
15,1.462881443,1.6124647535995815,1.5119624958799989,1.565998047450758
16,2.924776487,2.827668044936725,2.8878231550099986,2.8079009475298755
17,1.811674285,1.7562728624202393,1.7857982882500016,1.8033029692494513
18,2.501247468,2.448123951494797,2.498513081140002,2.4615632429550685
19,3.051405371,3.0492213440935694,3.056693507129996,3.041422410487796
20,2.553995486,2.5311068229128413,2.565807082829999,2.516628296763305
21,3.685079186,3.5257622435898264,3.6488518868599984,3.573669860685877
22,2.264589774,2.28201512772172,2.27017678869,2.2977882556943223
23,2.550763973,2.6274227337866907,2.5830076781166635,2.679490308463394
24,2.444020336,2.403857607696712,2.4586981090999975,2.440098071651533
25,2.826515356,2.7355712362191706,2.8007250327999964,2.782786110355032
26,2.33293262,2.28438361878475,2.335418866370002,2.2961619862095053
27,2.06278826,2.049770603181577,2.0581658158999985,2.0493739943887572
28,2.686748254,2.7045447348186347,2.688587551760001,2.7145708498981147
29,2.315505149,2.3512821276029907,2.328233295549998,2.3433930292389396
30,1.765960178,1.7488113779883205,1.7713848758400002,1.7365787544520837
31,3.128920013,3.189570470588177,3.1568059713000025,3.206638649731583
32,2.672615567,2.621845658894826,2.6308783793600012,2.633713369976724
33,4.68613705,4.565099683810977,4.658669558540007,4.594435976368929
34,2.143258279,2.1438001252874486,2.1363961715300004,2.1601630960600153
35,2.774590978,2.7282062164308325,2.7614871803999983,2.733054653792713
36,2.430758757,2.4117661401357315,2.4122802563700025,2.455314569728527
37,3.452962319,3.425206232068563,3.4503142596199963,3.433744120940059
38,2.168130477,2.160000182090353,2.1572164811200016,2.161593532754715
39,2.747252606,2.652115762975275,2.725479089279998,2.618508878157064
40,1.720504866,1.64829271923707,1.7344578770399994,1.755221127210866
41,2.352057788,2.321335486637024,2.39582741137,2.378707370290008
42,1.442398919,1.4585903035126215,1.4435838345999996,1.4526580522439207
43,2.832378699,2.821453703635257,2.8380394407400007,2.829108659565645
44,2.170394382,2.1929280656599754,2.1802495965100026,2.1981389685189705
45,1.853160834,1.870171688192374,1.8562078865099974,1.8697424652732195
46,4.65683897,4.545940594041069,4.654642027200007,4.556465948038074
47,4.5399576,4.495401785025813,4.5330144218099955,4.502301704968071
48,1.740211005,1.734597227852968,1.7457746374200007,1.7161120120568891
49,2.711387067,2.6863126741194066,2.673926774090001,2.6755832474295027
50,3.324299607,3.3133300878624623,3.34866048239,3.306845994306647
51,3.406989792,3.40557478569388,3.405617214829996,3.391824591452957
52,1.289072732,1.3173407077995891,1.2725971489599988,1.294034499096235
53,3.537918969,3.6534781816166277,3.597386248749996,3.6149414358311995
54,2.482315484,2.4730382326775366,2.4585047387999994,2.433526500796005
55,1.280462462,1.2287173556847701,1.2452289039600017,1.1836219284372742
56,4.507969435,4.730542234337741,4.525212328810004,4.683699141232056
57,1.280393888,1.1908288312184259,1.264650564890002,1.1474615757308788
58,3.597273989,3.4707013987026,3.5555502852199954,3.4663725167853383
59,2.140606235,2.1785001134902413,2.1488669082000023,2.1884462645132157
60,2.433339725,2.5109799055454496,2.4567913236799988,2.491152094627865
61,2.007507885,2.0021370993453123,2.0052892987599984,2.005353786173626
62,2.664840783,2.812157762699882,2.7161787211599973,2.7848605916421985
63,3.110342434,3.31842987602788,3.1971353536000002,3.273612130230459
64,2.006391373,2.138329003545554,2.038209216990004,2.125597868532404
65,3.714232126,3.7507313649610516,3.7090895933200057,3.7146196472229187
66,1.854995627,1.8348164237854723,1.8551953832699974,1.858671735510099
67,2.951070876,3.037835282792175,2.96568221608,3.027998636085077
68,3.373504153,3.224076196104159,3.337692655909999,3.285521558509051
69,1.920234235,1.8823217991357148,1.920939412400002,1.886734890609741
70,3.904820065,4.045077405702049,3.8972973534300057,4.01027708266998
71,1.079345282,1.157232871680762,1.093970404760001,1.1016077879862234
72,1.24450137,1.312213473544722,1.2568407030099982,1.2958180337875795
73,2.686306384,2.7369249218878893,2.6879312707800023,2.718531769962892
74,3.0327853,3.098225937138523,3.0762190532999996,3.0855234159667515
75,3.422137419,3.7421909000170346,3.529212239470003,3.7360262777522353
76,1.766956437,1.8312450929150959,1.7711354905500016,1.8185155104537343
77,2.489966306,2.530591420436065,2.497102253170004,2.5162241206607265
78,2.563434749,2.5445938819091176,2.537333006680002,2.5287390269210404
79,3.143782265,3.1583711479172796,3.138192696550003,3.150686996847238
80,2.936546287,3.1763282609735546,3.0377531812599994,3.113138852231991
81,1.914345079,1.966155281824895,1.9307590282099973,1.9550207826105481
82,2.293606078,2.3170680653755933,2.295140443280002,2.320485626561954
83,2.148473732,2.166468981773648,2.147594714050001,2.2905558430194444
84,2.67263808,2.759026165688093,2.6795063758100044,2.7283797407134127
85,2.212012136,2.267552357075078,2.241614176639999,2.2909633755981664
86,1.763540457,1.867092418596465,1.786984009190002,1.8467566626297218
87,1.446760022,1.4850625276431242,1.4751567826200016,1.4874501871193906
88,1.665932639,1.6265744660074812,1.6515162008900015,1.6503408216795643
89,1.362772011,1.3824008554544867,1.388753767070001,1.377648652094047
90,3.13502128,3.285724369505177,3.1862784018899974,3.230164312363863
91,4.505602133,4.342323911047069,4.434735386300006,4.365843046384468
92,1.874458624,1.9579909612514748,1.893620792429999,1.92280051099015
93,2.114561335,2.032437883547575,2.0594904346899985,2.009702730001579
94,1.464826942,1.4670426585777545,1.4601641802200007,1.45565679503797
95,2.785594641,2.6286851664663304,2.741860479939996,2.6253230578417783
96,1.625782258,1.775485414997945,1.6676771839899984,1.7851623208765477
97,2.601222875,2.6142993639166705,2.5977088975899973,2.6122817396262623
98,1.982101554,1.9404122926054874,1.9859613613899987,1.980547612352168
99,2.970913423,2.846698918756993,2.9427451601900043,2.854952559214902
100,1.883795762,1.8671703201959529,1.8825150932000023,1.8570785983154978
101,1.56300053,1.5788079570594826,1.5646205986300001,1.5648019554858021
102,1.903320706,1.852492185671507,1.8857810272099984,1.8597779401861798
103,2.087372226,2.060642849810443,2.084131453360004,2.0661117669663454
104,2.33311834,2.3249276278221713,2.31548669955,2.3225361800586053
105,1.606939131,1.595584124356281,1.6090649015399996,1.576377812487991
106,2.057867389,1.9669405810396954,2.0258275405599973,1.9437001032807737
107,1.694627759,1.7405215633218607,1.7050489485600022,1.7257608857523792
108,2.507985819,2.4973846486651143,2.4886746449299997,2.4687727644448723
109,2.867491058,2.9860946145432505,2.893488619160002,2.9871671602175516
110,4.684494375,4.469325626668116,4.651320434539994,4.429745285027112
111,2.469046262,2.4880035669571505,2.4762249113400037,2.4709165933520683
112,3.466044201,3.600224943694378,3.4959527250499964,3.58756994443268
113,4.431384702,4.546117505511709,4.466963426940002,4.550127162099031
114,2.595830059,2.273991879625173,2.4813928186300003,2.2903730316256388
115,4.947378574,5.016126104293576,4.956387691180009,4.951051428024386
116,2.342101777,2.3051069673173905,2.325233591820002,2.2954137459943977
117,2.007636239,2.053525170380977,2.0410959252199974,2.0568287777793213
118,1.294117601,1.40733577967849,1.3195327061999986,1.399833589045273
119,2.374752927,2.4418747834951606,2.382344604040002,2.4292963887461045
120,3.880452459,3.8015442090897515,3.8595833769600048,3.8400160242491594
121,3.699486508,3.7594603172833754,3.6465664885400053,3.746839641573093
122,1.77414938,1.7568856576897056,1.7579974868000015,1.7383312785923293
123,2.496078044,2.4994220328293175,2.5150602279300007,2.5211149812518334
124,4.410649516,4.382713889099335,4.413598634719994,4.369878542971132
125,3.82097129,3.950630787771179,3.860817380589996,3.9564194064552662
126,3.065806477,3.049472403787487,3.070947220410001,3.0681047802320296
127,1.780092788,1.844210297074732,1.8008594319699986,1.8565825738382464
128,1.075941257,1.0808305728087866,1.0887713078799992,1.024177728821154
129,1.569704718,1.5454402449268294,1.5443921385899984,1.5435393665023258
130,3.302845223,3.032512574910765,3.2616899802500026,3.052683468859826
131,2.301991555,2.513224521838214,2.3843883161799995,2.5176546546210474
132,2.640167693,2.61369515172071,2.6663859428299985,2.645634827209122
133,1.577544462,1.6390090399273674,1.6128720931400005,1.6757958887505233
134,3.438295466,3.444697899194843,3.41721653939,3.351242475968851
135,2.244764534,2.215730369977822,2.237590972230003,2.222992681723036
136,2.982430581,2.89626792942844,2.9610939468599997,2.901232893435968
137,3.181051421,3.1604618363533854,3.1784864856900032,3.1555577813713356
138,2.815582175,2.878063538089005,2.8188947922700005,2.875957267193556
139,1.315543595,1.2926476932962667,1.2999859044699982,1.28713534740697
140,2.354491715,2.379538953904517,2.3670722701299978,2.3771508770938206
141,1.352828727,1.439174694231361,1.3747563886200012,1.421201076939421
142,2.098419186,2.1907072803586516,2.133149855630001,2.158714135874363
143,2.800515129,2.805057932638508,2.7996440320699985,2.7749691755850803
144,1.536909993,1.2532833320880683,1.3776622733099995,1.2405888605357798
145,2.072891263,2.0414541700158324,2.0724843548600016,2.0611105666660032
146,2.534109466,2.4819644500828018,2.5076569126999972,2.471929269809939
147,1.245775113,1.2040480990733233,1.1958530593399985,1.1821374135737974
148,3.568429711,3.5604201273306257,3.542657427080003,3.528286522553981
149,1.879292278,1.9354369579279345,1.8891602696700007,1.9109193420885788
150,2.411945502,2.323655391161417,2.4010929631700018,2.351661702347873
151,1.335098682,1.5415463335604964,1.4187663029499986,1.5052291264953777
152,2.685698373,2.8258044685764947,2.7374037026,2.8354660192375443
153,1.418110743,1.4503283115618657,1.4428491545100002,1.429276499169644
154,1.957203017,2.1783813176676903,2.071826721410002,2.145229581433957
155,3.050535362,3.037477993977901,3.0527315687500023,3.0384177592555583
156,3.222927029,3.3510690628280413,3.299494280710002,3.3530337661845975
157,2.784135182,2.6880184660531894,2.71029034677,2.6526931947936268
158,1.056025155,0.8562247270164003,0.9364370559200001,0.9013598177173479
159,2.168591294,2.162548983465428,2.1615382232300018,2.1638976513681305
160,2.843486229,2.762848175179879,2.836890156340003,2.7891267109741706
161,2.131812237,2.1965936075945502,2.136530323319999,2.198983481975345
162,2.103991533,2.0835973268866366,2.09791591788,2.0821783251551746
163,2.312369306,2.312879219367575,2.3105935718999966,2.33848662034354
164,2.000592349,1.959401825302507,1.9890034768999976,1.9879555923389929
165,2.911263232,2.9183547512944394,2.924994146110004,2.91545935356649
166,2.062520261,1.9938824456384499,2.0488292189000017,1.9930543535836238
167,1.335067228,1.403383944362073,1.3344716786000008,1.3769782271255502
168,2.421741491,2.4749816731079544,2.450918577250002,2.4525825827888013
169,2.269702061,2.1546624273010533,2.235551203530001,2.19542041235814
170,2.477287004,2.371169285739042,2.4374864351100007,2.3726507199328353
171,1.541899018,1.5492894176306062,1.5398645992400004,1.5446895645998575
172,2.524551262,2.5292897013143167,2.5346163980799976,2.5262958510528737
173,2.417364218,2.553372824774262,2.472282845779997,2.570389670749357
174,2.217983016,2.308060175685245,2.2264196042700015,2.301826551608693
175,1.502688043,1.525135494847141,1.5068088823800017,1.54129535771259
176,2.261880789,2.2386839001761785,2.258657170380001,2.244949105369689
177,1.231884242,1.086416665001237,1.1701921064900016,1.0416484010007174
178,2.843267782,2.8577164566414477,2.788976846259999,2.800687483427478
179,3.072145809,3.1278240147941077,3.094557234020001,3.1300506660211305
180,2.575661818,2.6330169056106394,2.5822386395599954,2.6303132312815363
181,2.271785415,2.2731983667160427,2.280661956450001,2.2969861811674415
182,1.255055803,1.4074886466719454,1.3174429162100014,1.380724596229046
183,1.572005395,1.5162644005658763,1.5711329460199996,1.4987490005921105
184,1.677145955,1.7013576388185758,1.6798357776099981,1.716744969507678
185,4.761335174,4.895249675607421,4.808715293260005,4.872898408884117
186,1.741075588,1.6794215707116533,1.7302162210900007,1.6810075270726825
187,1.671424848,1.7096064756294989,1.6683670966599993,1.6929684110315968
188,2.866959761,2.8604343385067583,2.8806975129199994,2.8861934481390783
189,2.35848879,2.3182381680251987,2.3649208534999984,2.3103645923264162
190,1.602725898,1.4876442862647352,1.5735719624599998,1.501920281860039
191,3.013295171,2.9884745619889346,3.007606125790001,2.982637714435964
192,1.353069181,1.5025115954041306,1.4015352740099984,1.4748555113849342
