,true,train_pre
0,1.611626262,1.6075585199057114
1,1.924011387,1.921390669373307
2,1.793378211,1.7838723042892082
3,2.406205105,2.4200827312767186
4,2.575524985,2.579100926047873
5,1.491494465,1.510654176134794
6,2.379425047,2.3821418367696188
7,4.193280471,4.223881754913498
8,1.568680157,1.5521102678741303
9,1.578885386,1.5930645269541892
10,1.364006386,1.383465543754526
11,1.462881443,1.509533966731769
12,2.924776487,2.929460272084202
13,2.158094799,2.1477010201297078
14,1.811674285,1.8057443783140417
15,2.501247468,2.478899193673788
16,3.051405371,3.08052311786639
17,3.685079186,3.6400025058415366
18,2.264589774,2.2589013947180354
19,2.581464049,2.607991258421008
20,2.550763973,2.51861058628992
21,2.444020336,2.466828008462612
22,3.752823103,3.77981971135001
23,2.826515356,2.8295823212565696
24,2.33293262,2.2815950661982396
25,2.686748254,2.6431415385722694
26,3.151563131,3.1506426206183242
27,2.315505149,2.345713644562449
28,1.765960178,1.7664327962232063
29,3.128920013,3.12988114800279
30,2.774590978,2.781616735749086
31,1.318516557,1.3535270113356765
32,3.452962319,3.4762362224978838
33,2.168130477,2.1332954161546303
34,2.747252606,2.795940880207591
35,1.720504866,1.7122207835891738
36,1.442398919,1.4572491779206846
37,2.832378699,2.897500009747851
38,2.170394382,2.152491478605301
39,1.853160834,1.852542128639004
40,2.639232777,2.646865710926113
41,2.903536014,2.9085322044142905
42,4.5399576,4.552448824933038
43,2.183236664,2.1992680839750496
44,1.740211005,1.7379616495778587
45,2.166197037,2.1426029567038856
46,2.711387067,2.720600238347981
47,1.289072732,1.2956247149672886
48,1.761506865,1.7745327438035923
49,2.482315484,2.4138267716272632
50,1.280462462,1.2962567857734433
51,2.740011244,2.678351082695849
52,1.890500553,1.8816171930933376
53,3.062150642,3.066480472566998
54,4.507969435,4.515428090432452
55,2.928656721,2.9373321892511424
56,2.317933911,2.317679301329627
57,1.280393888,1.2956317846744307
58,2.642664529,2.6242058032644393
59,2.140606235,2.149412734232432
60,2.433339725,2.4067246075233935
61,3.110342434,3.106631797813569
62,2.006391373,2.006060257363828
63,1.790064345,1.792310109624516
64,1.854995627,1.840301074406432
65,2.951070876,2.9501161048083433
66,3.373504153,3.4744126050158712
67,1.920234235,1.9435981141274112
68,3.904820065,3.873448558247935
69,1.24450137,1.2481842457676957
70,1.730608242,1.736340742819195
71,2.686306384,2.6905579630524405
72,3.0327853,3.0718048817882995
73,3.304335395,3.2696003305204613
74,2.569655669,2.566671869708689
75,3.422137419,3.551097325842744
76,1.766956437,1.770739846493731
77,2.489966306,2.5204160991483433
78,2.563434749,2.56572283944209
79,3.143782265,3.1027540673093843
80,1.810176651,1.8294499158518287
81,2.936546287,2.9300838917290553
82,1.914345079,1.8691042848305506
83,2.293606078,2.249733883424166
84,2.67263808,2.700534574928188
85,2.212012136,2.2166379688582167
86,1.763540457,1.7795923271748662
87,1.446760022,1.421229145838651
88,1.665932639,1.6705326679555268
89,3.369158255,3.3177727833387727
90,1.362772011,1.335022024307565
91,4.505602133,4.502188840074851
92,1.874458624,1.8867113552759627
93,2.613400435,2.6273887172082535
94,2.114561335,2.1874549877226865
95,2.785594641,2.850175975218041
96,2.601222875,2.611928238331563
97,3.977365718,3.9704647987854362
98,1.549445384,1.544439805747744
99,1.982101554,1.996239653648956
100,2.970913423,2.972797497674189
101,1.883795762,1.869683443378309
102,1.254323244,1.2809429257832248
103,1.903320706,1.8759628909898132
104,1.973888962,1.9523630127516332
105,2.33311834,2.361382701128452
106,2.745296569,2.6928923753437046
107,1.606939131,1.63731105625717
108,1.78100548,1.7806397373080003
109,1.978753262,1.984993648206104
110,2.057867389,2.0187719524074903
111,1.694627759,1.704801191973718
112,3.695566533,3.742048921660593
113,2.507985819,2.4832134304191325
114,4.684494375,4.637366509231552
115,2.469046262,2.463385004452777
116,4.431384702,4.447646607675105
117,2.595830059,2.5806104058518105
118,1.470893915,1.4581322524521676
119,4.947378574,4.950967225526083
120,2.342101777,2.3489707634702186
121,2.007636239,2.047213695755069
122,1.77414938,1.7742787543989686
123,4.410649516,4.273235405631421
124,3.82097129,3.8655207216245078
125,2.518915494,2.4836730270900045
126,1.780092788,1.784532076007904
127,1.075941257,1.1254350199598424
128,1.569704718,1.5496582223035833
129,3.302845223,3.479685946011848
130,2.301991555,2.304417050479041
131,2.640167693,2.6348347338952274
132,1.577544462,1.5575202912086727
133,3.438295466,3.4415116279788465
134,2.244764534,2.237786803945506
135,2.982430581,2.985579824882736
136,3.181051421,3.1813601509356677
137,2.815582175,2.8262715663448437
138,1.315543595,1.2954931921457746
139,2.354491715,2.3874951734943792
140,1.352828727,1.3210301660586683
141,2.098419186,2.057648374787063
142,2.534109466,2.5218015825143936
143,3.568429711,3.6616119036642187
144,1.879292278,1.8624225286735963
145,2.411945502,2.3445151349930744
146,2.685698373,2.6771477009467644
147,1.957203017,2.0835926825576503
148,2.784135182,2.705541712121397
149,1.056025155,1.0271181420758395
150,1.846882162,1.8498591174163117
151,2.168591294,2.1680273880564567
152,2.792878247,2.797874881728426
153,2.843486229,2.8101033897673653
154,2.103991533,2.1075631315604286
155,2.312369306,2.33123341580197
156,2.000592349,1.9606611783506307
157,2.911263232,2.903529923764406
158,1.335067228,1.3315260789174332
159,2.421741491,2.395225335591144
160,2.269702061,2.2674960764888143
161,2.477287004,2.4650961744733033
162,3.666968889,3.5860085922051432
163,1.541899018,1.5417282989579857
164,4.115509119,4.142948895214453
165,2.417364218,2.440242575768339
166,2.217983016,2.2528973508963985
167,1.502688043,1.4944685202090688
168,2.261880789,2.2592945607798636
169,1.231884242,1.2469521855068324
170,3.072145809,3.0885180522913314
171,2.575661818,2.5609139586531597
172,2.271785415,2.27442581130572
173,2.634326134,2.6501491706409817
174,2.084520672,2.081709330120971
175,1.572005395,1.5671398413269295
176,1.677145955,1.6797214464945505
177,4.761335174,4.676276991720655
178,1.741075588,1.7335758346012708
179,2.624949174,2.661273656907626
180,1.671424848,1.6717306469182125
181,2.866959761,2.855468995030488
182,2.35848879,2.360293907545074
183,3.052574169,3.1159650584364353
184,3.013295171,2.9933397673612596
185,1.353069181,1.3416595569644518
186,1.768342059,1.8359816107765203
187,2.068746,2.057781027640062
188,2.139078471,2.126070728134234
189,3.452708501,3.439855858282799
190,0.881312694,0.8677975277620756
191,1.903676125,1.9101624655803227
192,1.930084334,1.9303474531099014
193,3.37193042,3.4684010025374183
194,2.422136598,2.4074170857588375
195,2.2096384,2.232113193796928
196,2.204644097,2.1957915985220025
197,3.961687714,3.9073754803721563
198,1.85599337,1.8780420092536694
199,1.94369374,1.979192929898882
200,1.736429175,1.723899363157387
201,1.841942293,1.909451842965046
202,1.588227424,1.5872565545945467
203,2.340779432,2.4319978389486816
204,3.158910337,3.078507396052489
205,2.907962837,2.877454639845558
206,2.646200522,2.6373278988881896
207,1.873519519,1.8731298185248606
208,3.816822457,3.8044473074096192
209,2.101136148,2.106362192608933
210,2.417163603,2.4477199080740433
211,2.208413554,2.2242203266644105
212,4.851346215,4.9701150609116915
213,2.301553828,2.2869830873174797
214,2.128190485,2.136670278386615
215,2.006460208,2.012824752479857
216,2.684790024,2.7107293735273927
217,3.961814188,4.07893045956669
218,2.512814951,2.5319100048991396
219,2.713064268,2.710045927000339
220,1.425750486,1.4265287430972013
221,1.835394206,1.8261040131363755
222,1.913209348,1.9176097939729744
223,1.737083748,1.7104141458413762
224,2.00733225,2.0172402800705336
225,1.595657667,1.5935269974786916
226,2.552120441,2.564369420380507
227,2.860355251,2.9151289241339193
228,2.386601955,2.391348873274862
229,2.602749387,2.5539172423822563
230,2.321110886,2.319985697379575
231,2.658389917,2.6715894783203424
232,2.835285011,2.8375988712689155
233,1.892481954,1.8885064150755424
234,2.356383129,2.4048261517387863
235,2.145320297,2.1433499396180444
236,1.406673841,1.4138406585556302
237,1.165785504,1.1622748242418468
238,2.06612888,2.0106455476224694
239,1.587398888,1.565135314374798
240,4.094859945,4.09882313923308
241,3.481717738,3.427011567939631
242,2.67374265,2.642949468284278
243,1.981337048,1.9651553423849937
244,2.382059801,2.379734223854552
245,1.146478515,1.1541864939057311
246,4.368165257,4.339562981149652
247,1.742660013,1.7421830669574785
248,2.443786204,2.4480308381621985
249,2.074280008,2.1128969975236904
250,1.749188008,1.7486148893760693
251,2.030236603,2.010313002687201
252,2.387358354,2.3792614189496843
253,2.437040162,2.471197685938941
254,3.200951079,3.1993307886853066
255,2.735080251,2.7084700392866305
256,1.305709706,1.3167269492636662
257,2.814115184,2.783291465628128
258,1.595913781,1.5879210717712038
259,1.593197426,1.6041263013704625
260,2.260282427,2.2572021126623336
261,2.697085937,2.653475677185392
262,3.003496908,2.968819244288289
263,1.5817608,1.556379399109214
264,2.349092056,2.3516655174684415
265,1.862350559,1.9056012487728335
266,2.767142726,2.9247485842671095
267,0.988826407,1.0454863317484162
268,1.277295325,1.2667251759543368
269,1.224856535,1.2372883431304245
270,2.066248876,2.068745793589852
271,3.358933297,3.29246511965198
272,1.765872077,1.7363329101604819
273,3.378812774,3.327347689155109
274,1.76183337,1.741631817187159
275,2.383789942,2.3829966285809485
276,1.665312343,1.6708360230802082
277,1.645935436,1.6669246641627935
278,2.603486633,2.5645884099018184
279,1.852987275,1.851329562429153
280,4.563062996,4.571908238901654
281,2.503707496,2.5542391186406355
282,3.156300066,3.124701830684362
283,4.00225068,3.9990885943898293
284,2.776595866,2.743772210457407
285,1.031147811,1.0378343544508957
286,3.425016895,3.371758775590211
287,1.702966273,1.7237263284431725
288,1.940715046,1.9366867439102717
289,1.939694858,1.9401251492921148
290,2.862324983,2.763528020658818
291,2.381967416,2.432543023432049
292,1.450925828,1.4947478935500278
293,1.912994427,1.9682278989808886
294,1.759194269,1.6564842760293104
295,2.592906531,2.5882117963305986
296,1.650066361,1.651484195828043
