,true,MLP,RF,SVR
0,2.957682227,3.1603170181238687,3.0244091855200015,3.1717501963553985
1,1.611626262,1.630150597055961,1.6269191357899981,1.6326137898557338
2,1.924011387,1.9419866826412762,1.933826014759999,1.95839983836269
3,2.532970595,2.5908496363974747,2.565046738479997,2.5877355014694254
4,1.793378211,1.7295155793278196,1.7670029690500018,1.7338679154975667
5,2.406205105,2.4007389097512712,2.3912800085499986,2.3854867668122677
6,2.116431258,2.1170501461132707,2.085198980910003,2.1370376062266394
7,2.575524985,2.532970794563442,2.5677382456599958,2.5446582255583063
8,1.491494465,1.453773011943302,1.4908692709499995,1.4672198417297557
9,3.826645492,3.998317204663863,3.8711312681900045,3.9677156468125947
10,2.184927125,1.9295033199079674,2.1054340551600013,1.9601670081410028
11,1.578885386,1.5752008267766502,1.5883820965799984,1.5802497283540347
12,1.364006386,1.4038655211050999,1.3770060416199998,1.406601375198902
13,1.462881443,1.5897396346874182,1.4882377712699986,1.5570148860385897
14,2.924776487,2.940584983719698,2.9276628847399992,2.940442211563501
15,2.158094799,2.1146430827390703,2.1575221274599987,2.155887043160366
16,1.811674285,1.8684286531752783,1.8226921500900013,1.8964558229426
17,2.501247468,2.5367216715492202,2.499371019270002,2.5184969478587056
18,3.051405371,2.9153434924780814,3.0322129890799956,2.9358389116010493
19,2.553995486,2.678999783620048,2.6331087770099986,2.6347631932515383
20,3.685079186,3.714452066911497,3.7492190906999974,3.7842495879413622
21,2.264589774,2.293420150498828,2.2658295724900004,2.3028743603102253
22,2.581464049,2.444363053240983,2.5500783700800027,2.4598719969215583
23,2.550763973,2.603990844987198,2.563921539399997,2.6131029157183527
24,2.444020336,2.5136855217287892,2.504295047239997,2.5328155855369245
25,3.752823103,3.8081719000477694,3.7914845221700024,3.8264423369907856
26,2.33293262,2.254592622144967,2.3044495236700016,2.2819396033596835
27,2.06278826,2.0866430632366066,2.0795895222799987,2.0733915193825423
28,3.151563131,3.1829576914983972,3.189238874109997,3.1887524396649973
29,2.315505149,2.403208354908141,2.3562736984199986,2.411403192225345
30,3.128920013,3.172701564889763,3.1432880012200024,3.189748467561003
31,2.672615567,2.692664449375269,2.646875829370001,2.6612001606324864
32,4.68613705,4.543561181458368,4.6826436846800075,4.578382583769428
33,2.143258279,2.1620109430722727,2.1468663893900004,2.142764408785066
34,2.774590978,2.6030342495833922,2.730702003269998,2.6274402900384435
35,1.318516557,1.3800059129388298,1.3335054592599993,1.4188334216719327
36,2.430758757,2.4903393594350622,2.461434969240004,2.4994548304173043
37,3.452962319,3.4293018087495617,3.4166015250599973,3.4347859233598586
38,2.168130477,2.148220648888495,2.1609834130400016,2.1677621544413324
39,1.720504866,1.759703175543473,1.72794376089,1.769886820390844
40,2.352057788,2.416852747803426,2.369411110479998,2.423566787486872
41,1.442398919,1.5572791872932616,1.4724719953999992,1.5329821869476237
42,1.853160834,1.83349880698368,1.847729473709997,1.837650615984436
43,2.639232777,2.6630284731732834,2.642737226689998,2.6497379926805875
44,4.65683897,4.569019204820716,4.5611588090600055,4.557197234618218
45,2.903536014,2.803122004734348,2.8909639010599983,2.8292982301338343
46,4.5399576,4.475332493793604,4.516281100789996,4.45774940114055
47,2.183236664,2.2152530200974363,2.1928681737099986,2.2318863261447417
48,1.740211005,1.719874332283316,1.7381814734900005,1.7119824155465233
49,2.166197037,2.1376714319681747,2.1695355642899976,2.1277532059264166
50,3.324299607,3.2664153962796387,3.3061678922400004,3.2242772238143473
51,3.406989792,3.5908008455243223,3.480253737969997,3.5629177271568375
52,1.761506865,1.617648673866742,1.6817720401600005,1.6410941722599515
53,3.537918969,3.345224866049736,3.452849500319997,3.3418251634545504
54,2.740011244,2.414323242398625,2.5886392250799974,2.443369861086166
55,1.890500553,1.8964639831430077,1.9244592506100018,1.9440424586832936
56,3.062150642,3.0433852840053444,3.0597661876600033,3.065455276040801
57,4.507969435,4.581446918817572,4.505134002280003,4.5819582159453836
58,2.928656721,3.0144509306175657,2.9636993926300006,2.97239491124008
59,2.317933911,2.254323456353253,2.3135056394900033,2.2682096461102446
60,1.280393888,1.3299953082996196,1.2755578428000016,1.3589244623711205
61,3.597273989,3.5873290760974075,3.594306443059996,3.600531864097228
