,true,AFP,GAT,MPNN,DNN,RF,SVR
0,2.957682227,2.9733198,3.2057307,3.0795484290326796,2.8172877,3.231171654385025,3.057789322286948
1,1.924011387,1.9343196,2.6673286,2.2379692872982755,1.923393,1.9375758567398098,2.0241449590098366
2,2.532970595,2.5280197,2.1263764,2.748924191847437,2.5517912,2.5071248204497043,2.517315061441269
3,2.116431258,2.3991034,3.172554,2.8553250493121434,2.1782372,2.5910136715466208,2.689138030367325
4,1.491494465,1.5326211,1.5214932,1.4645824288036624,1.5228119,1.54063865767632,1.5129345923880166
5,2.379425047,2.422219,2.8109026,2.4312267936468133,2.5046418,2.469929180073581,2.479838528934616
6,3.826645492,3.255241,2.6403253,3.943026582526304,3.5348136,3.222149371835578,3.726214128840653
7,4.193280471,4.442613,3.1724427,4.018889439417222,4.1123977,3.53644378334776,3.4121775824443143
8,2.184927125,2.308647,2.796713,2.333504458871893,2.1237407,2.0394055679680556,2.2852703341148604
9,1.568680157,1.9337955,2.4922104,2.0297758196169995,1.5745311,2.085227869974983,1.7080142658478075
10,1.578885386,1.3173721,1.4214685,1.492074699556286,1.5123594,1.65827225364254,1.5537462859098143
11,1.364006386,1.2408514,2.224914,1.6334766803239844,1.3039579,1.7503324233711541,1.4639087630268446
12,1.462881443,1.7732263,2.4547946,2.068885091260441,1.5250797,1.9585014224191317,1.6084261682286032
13,2.158094799,2.299369,1.7080353,1.7130676646968028,2.0756507,1.914097562503627,1.7728277929719487
14,2.553995486,2.5494535,1.9025296,2.506636876275605,2.4993515,2.063514769940012,1.8911108968747439
15,2.581464049,2.478473,2.2583823,2.601824613766111,2.8651485,2.6215220007348714,2.6009884639992236
16,2.550763973,2.6852152,2.5023909,2.607618850906089,2.4487786,2.6818799267812743,2.6509778794223897
17,3.752823103,3.8889701,3.7881522,3.740429959438318,3.6563232,3.598533105768347,3.6530951268133585
18,2.826515356,2.675763,2.5651443,2.6894548558254363,2.7326946,2.632176733142201,2.7261916524419108
19,2.33293262,2.0692372,1.6471308,1.9120297022763963,2.2459095,2.043879301722126,1.9848888588406162
20,2.06278826,2.149968,2.3743248,2.119631321876421,2.0220823,1.879070425431011,1.982042565139048
21,2.686748254,2.6849144,2.7587185,2.5045591529649527,2.6393673,2.6488470152017807,2.586306272135169
22,3.151563131,3.304516,2.5094705,2.953864716308231,2.9697356,2.723416252455056,2.3454083424818237
23,1.765960178,1.3670433,1.605419,1.7212680898252635,1.6768578,1.7837946357245724,1.8661903309334613
24,2.672615567,2.5204086,2.1905413,2.4148977509596765,2.529976,2.457034913864374,2.4930127329217386
25,4.68613705,4.949305,3.8709419,4.632257342057419,4.7320857,4.325456794821428,4.586065700612047
26,2.143258279,2.3543327,2.445524,1.9187720537569284,2.1063206,2.452735873836957,2.043151362869435
27,1.318516557,1.4051212,1.8377064,2.117099071050756,1.2700859,1.6349953758184772,1.4187216506947424
28,2.430758757,2.370256,2.2442796,2.3181331898941213,2.5045433,2.468334870070422,2.330686886078977
29,3.452962319,3.5680566,2.9560642,3.098275226298272,3.4552805,3.109734462322134,3.352784042135729
30,2.747252606,2.7013636,2.5435717,3.0099636938958225,2.7888627,3.143543100479158,2.64696862293607
31,1.720504866,1.478647,1.9345237,1.8665353472705168,1.6653295,1.8804370807868813,2.1792225315803977
32,2.352057788,2.1846201,2.1100042,2.2844046513566982,2.3724298,2.532131102105311,2.35720787505377
33,1.442398919,1.3518274,2.1982265,2.1873459293901676,1.446674,1.8170214133470797,1.9028176771581655
34,2.832378699,2.9241178,2.960673,2.633457290075809,2.8054857,2.9869650411248263,2.9326995806046567
35,2.170394382,2.043641,1.6966499,1.8196832099547082,2.263551,1.9470839132723754,2.0704682942121546
36,1.853160834,1.7172338,1.6530902,1.663849189644191,1.7702098,1.7992547030524944,1.7528671784958831
37,2.639232777,2.59038,3.2016675,2.639226770757748,2.8390012,2.7183948332501133,2.669024097792562
38,4.65683897,4.2118816,2.0635886,3.4166944769407346,4.799255,3.263659178765054,2.9018047535448757
39,2.903536014,2.6836503,2.1827164,2.962194381220833,2.7623227,2.627697461729851,1.8841881176070088
40,2.183236664,2.4352157,2.1985948,1.9850088140939612,2.3646345,2.2312599421330095,2.2834752123355604
41,2.166197037,2.1347919,2.0007136,1.9960414676621134,2.2031279,2.1031355912347194,2.066037155907006
42,2.711387067,2.643564,2.9231677,2.7714323732991244,2.4722464,2.942788534331337,2.811402359773471
43,3.324299607,3.0471687,2.274811,2.7920480962225263,3.3940644,2.8290811280549133,2.871833911134364
44,3.406989792,3.050744,2.957243,3.1377975010462773,3.4009364,3.381832610950278,3.307035254562639
45,1.289072732,1.341759,2.12926,1.3718978355044493,1.2587273,1.7119601733564327,1.6895580555166925
46,1.761506865,2.0352933,1.7385582,1.8681081601148106,1.7106653,1.784490772342222,1.6949851747236988
47,3.537918969,3.0789242,3.2225797,2.984772323682075,3.7440507,3.170553331770107,2.957560042955202
48,2.482315484,2.5719671,2.2761075,2.1373140504574404,2.5751789,2.236367488989176,2.2786301224826584
49,1.280462462,1.2546417,1.3516221,1.2551821299312047,1.3094783,1.313175215438287,1.3484523827341306
50,2.740011244,2.0519295,2.7932773,2.0747413250043376,2.719333,2.3054865970009377,2.4084576467849166
51,1.890500553,1.7168173,2.218199,2.1097863719059387,1.824769,2.1842237954406634,2.380478558176457
52,3.062150642,2.7331667,2.709132,2.740280576027134,3.2539027,2.7729617506239084,2.9621315822182974
53,4.507969435,4.278422,4.062331,4.568106530819013,4.5767536,4.528148129758648,4.408338817279001
54,2.928656721,2.892388,2.225607,3.1685237719788066,2.988403,2.529879534955028,2.7339273829262414
55,2.317933911,2.0795922,1.7247176,2.078524396531556,2.3902028,2.0969227304633997,2.089617477972232
56,3.597273989,3.552291,2.8420315,2.9117772084885467,3.4136252,3.3014422953269684,3.225887013677507
57,2.642664529,2.6927621,2.4498377,2.2020974300640432,2.630443,2.5061521251507806,2.528839451590014
58,2.140606235,2.4541385,2.1512964,2.0501397068777902,2.0688255,2.1804213286126113,2.240700786145081
59,2.433339725,2.3627136,2.252413,2.390293058049403,2.2633216,2.2537353227150576,2.333035819644063
60,2.007507885,1.7547077,1.8499734,1.8471727387780073,2.074353,1.9637307759147933,2.0126348555058935
61,2.664840783,2.7836654,3.2615318,2.712870800436603,2.6204457,2.766669757032221,2.7651911443798927
62,2.006391373,1.8994586,2.205019,2.397351278469929,2.0372825,2.1394594963758764,2.1066437236478786
63,3.714232126,3.9154406,3.5807164,3.653001433737308,3.6091666,3.7540121654006997,3.6143434496513445
64,1.790064345,1.721994,2.1363914,1.8467219023217005,1.7890306,1.9199913835410591,1.8900502489637854
65,1.854995627,1.5372434,2.039527,1.8544760257231228,1.7956681,2.1036045901719316,1.979025060298521
66,2.951070876,3.0532207,2.7867348,2.7918086783359928,3.0361135,2.7262620711001753,2.850876726139677
67,3.373504153,3.2030356,2.5713933,3.1968956747506243,3.3555405,2.927316386177557,2.614258783064015
68,3.904820065,4.2883086,2.8940895,3.2730551873027336,3.9578047,3.584401844494705,3.804799717247204
69,1.079345282,1.0829507,1.9360701,1.0242070656245499,1.0844352,1.3110566659299427,1.7186806581136924
70,1.730608242,1.5378842,1.6968325,1.7922903868695226,1.7090404,1.8205831478522472,1.6877918887025354
71,2.686306384,2.4762294,2.2990253,2.2151569626091643,2.7572095,2.518099835580386,2.5864009798582344
72,3.0327853,2.943255,3.6630752,3.002763387488621,3.0562272,3.4352008804392136,3.132702345555996
73,3.304335395,3.4566228,3.500717,2.962792912754814,3.373073,3.15607948404274,3.204120111792093
74,2.569655669,2.3969233,1.9325258,2.320608427045122,2.5232,2.4393886128140894,2.4695326818424457
75,3.422137419,3.485835,3.6146562,3.4474060890972575,4.018546,3.608423750304188,3.613641880263517
76,1.766956437,1.946641,2.1254654,1.8312858948106854,1.7596252,1.8789492002554635,1.8671116627408313
77,2.489966306,2.491206,2.7682736,2.6039734031392174,2.4264994,2.524464912583676,2.5692358711416814
78,2.563434749,2.5859106,2.6342368,2.499356750723873,2.4053295,2.429423454379723,2.463427306009484
79,3.143782265,3.1422808,3.0849664,2.582392033346406,3.2006655,2.9139554194755917,3.043889417185501
80,1.810176651,2.0243952,2.3531048,2.028820178153155,1.8245074,2.0407453439808276,1.9102321133107911
81,2.936546287,2.8668666,2.5027719,2.6398391701265838,2.771305,2.578586019596426,2.8367131476905216
82,1.914345079,1.869613,2.086707,1.8753100484043148,1.9101183,1.914683657020271,1.8600024039495642
83,2.293606078,2.4019263,2.1331794,2.406686025259515,2.1947582,2.2794438302114823,2.110352453144593
84,2.148473732,2.5392716,2.9854248,2.2472588383922343,2.0992498,2.823803675445118,2.862736472719236
85,2.212012136,2.0024097,2.5446322,2.185532169506448,2.189004,2.362391437990936,2.3121108586676566
86,3.369158255,3.1543407,3.2358918,3.1672024784206627,3.3529305,3.0834084613849444,3.1499776003465567
87,3.13502128,3.1074739,2.0928853,2.6815560429227157,3.1997256,2.709263356789869,2.6698494172366747
