,true,AFP,GAT,MPNN,DNN,RF,SVR
0,2.957682227,2.9238687,2.6962938,3.1706576683436625,2.8801503,3.322789716917757,3.0577473559351156
1,1.611626262,1.8259928,2.3066368,1.9086356834819085,1.5876004,1.801702945878527,1.7116814615647273
2,1.924011387,1.687122,2.62105,2.1538372409522606,1.8724082,1.9129791101305613,2.024282092098576
3,2.532970595,2.3873382,2.5678601,2.6771463653170025,2.593363,2.5014870562872797,2.584574746330637
4,1.793378211,1.8265091,1.8617558,1.628026719114398,1.7449818,1.7964186687509913,1.7680285675565537
5,2.406205105,2.3428907,2.7106938,2.4982888663973495,2.368099,2.3924517354571257,2.3202445752054803
6,2.116431258,1.7909799,3.1948507,2.645161044771464,2.2463963,2.3801818676408546,2.511932456872378
7,2.575524985,2.4638007,2.4123735,2.4326579310009318,2.6015434,2.4114971812931145,2.4755785078080885
8,1.491494465,1.4184122,1.8897219,1.4001867384704947,1.4638866,1.5173781017928634,1.5318337005227485
9,2.379425047,2.306964,2.6632805,2.5591055243836864,2.3873618,2.467642969138451,2.4790133683853135
10,3.826645492,3.9150305,3.0938103,4.0213577365587785,3.8132236,3.648831111287386,3.7266522230750003
11,4.193280471,4.3892403,3.1164758,4.248487166876579,4.0073485,3.6060806996472152,3.280939114605633
12,2.184927125,2.0353825,2.6426222,2.204330415952121,2.008505,2.0782346978894313,2.2558388738192696
13,1.568680157,1.9369688,2.3383467,2.032889104177433,1.5561047,2.068425144993256,1.6921423146455474
14,1.364006386,1.4480458,2.4568918,1.7679599468217884,1.3439066,1.6999158901844913,1.5475458441745376
15,1.462881443,1.8709571,2.306292,2.079659866393998,1.5160553,1.8351449109467353,1.6765640238141526
16,2.924776487,2.7333996,3.2964687,3.230299608699127,2.7720842,3.1104373124447706,2.950471550211911
17,1.811674285,1.6916926,1.9178753,1.9100609112415274,1.7349424,2.0191177386545593,2.2601691135629842
18,2.501247468,2.400231,2.2602022,2.5578147583126674,2.4182515,2.2690705542364418,2.400896708195354
19,3.051405371,2.7434113,3.1318963,3.098253600725916,3.0708816,2.859641486823193,2.951319402515189
20,2.553995486,2.0996315,1.9404595,2.568065011598398,2.584023,2.1803726157060903,2.0193817918336627
21,3.685079186,3.559541,3.3112233,3.352756600070301,3.4808993,3.053173700194122,3.5854163216908064
22,2.264589774,2.2303653,2.451885,2.1697294088051287,2.263377,2.3116671827221507,2.3421791335987088
23,2.550763973,2.6242337,2.06671,2.50177017409475,2.567741,2.685508427264513,2.6511270092402714
24,2.444020336,2.506375,2.4538112,2.5774352385959642,2.3416443,2.292648244423689,2.50179746744084
25,2.826515356,2.938168,2.2480783,2.5983489585691455,2.6249053,2.829601417769631,2.72663750600871
