,true,MLP,RF,SVR
0,2.957682227,2.7907439209966807,2.8894594581799997,2.836717720971941
1,1.611626262,1.699844454464007,1.6493565779599997,1.6712530737142781
2,1.924011387,1.9475711540538674,1.9281689891800002,1.9607153809359958
3,2.532970595,2.586583348833377,2.5498592441499968,2.5926394829439645
4,1.793378211,1.8176389942370257,1.7942700195900019,1.8177237131995843
5,2.406205105,2.4487101838771026,2.405421310299999,2.4286816684821195
6,2.116431258,2.167195208336975,2.1307217584700022,2.190065788326338
7,2.575524985,2.639273106189199,2.5413773249399965,2.6256031463023124
8,1.491494465,1.5046627540546258,1.4942357369699995,1.4881496999484494
9,3.826645492,3.912073029863378,3.8354922848400044,3.991282986994636
10,2.184927125,2.2844919285305703,2.2362510061000007,2.261185797841964
11,1.578885386,1.587380004441186,1.5799770660699992,1.5759378277843732
12,1.364006386,1.3681064504356428,1.3717660300899999,1.3730238406494424
13,1.462881443,1.5853767137728552,1.4944418419699985,1.5628243058000915
14,2.924776487,2.7846872445470376,2.9136375994599994,2.820548779943147
15,2.158094799,2.1443405098031634,2.1514322181999987,2.1563250555096793
16,1.811674285,1.8332413560491427,1.8013602095100005,1.8507598788208885
17,2.501247468,2.5925121209543467,2.513108979840001,2.5730710987422207
18,3.051405371,2.949135804343836,3.0443714938199946,2.9811454184578716
19,2.553995486,2.506825676476574,2.5452383827499974,2.546477279734522
20,3.685079186,3.7957029792951693,3.7119363854499965,3.8017904276531405
21,2.264589774,2.281967189068374,2.2723836505900006,2.3124632143558785
22,2.581464049,2.6413507046040388,2.5957749579900025,2.6368002526778596
23,2.550763973,2.814415329435566,2.6374271889399967,2.816626719195985
24,2.444020336,2.2592512633789372,2.423709813959997,2.290085603519883
25,3.752823103,3.702045568573262,3.7567149066100027,3.7021905195054265
26,2.33293262,2.261945651326729,2.302199082400001,2.278281672359715
27,2.06278826,2.0964611935942634,2.069731423899998,2.0826394506482044
28,3.151563131,3.0522681770453652,3.1049851610799952,3.0529332979961
29,2.315505149,2.355992606903166,2.3287234761599986,2.3687735611118264
