,true,AFP,GAT,MPNN,DNN,RF,SVR
0,2.957682227,2.6550024,3.243412,3.1944094603958195,2.7558267,3.0321818104677893,3.0575695535092384
1,1.611626262,1.8907851,2.1153982,2.140256377787985,1.6316181,1.7596000021771754,1.7902530017238905
2,1.924011387,1.8166689,2.937196,2.2965170460809943,1.9660078,1.957977770562674,2.0243634732042577
3,2.532970595,2.4066634,2.318957,2.6671929083939703,2.610983,2.4708580837396448,2.517381964728425
4,1.793378211,1.8076562,1.9653851,1.6985602918063545,1.8290099,1.7495767409679128,1.7427049856401222
5,2.406205105,2.4438767,2.5993922,2.5657294537781614,2.4336257,2.4574487312355764,2.3066226253958124
6,2.116431258,2.233277,3.76393,2.7374143591212463,2.0907378,2.476482038195106,2.6357610010510166
7,2.575524985,2.333973,2.680463,2.5220403836729965,2.7065144,2.5640333756752947,2.475226068042997
8,1.491494465,1.5022012,1.5677029,1.6051304123207988,1.5025946,1.5223633890954655,1.535971482705277
9,3.826645492,4.091155,2.9326391,4.141404338438425,3.8293557,3.42348713549457,3.726848102163902
10,2.184927125,2.7682357,2.4380302,2.0792198801261397,2.1790285,1.98653529545258,2.206250617779843
11,1.578885386,1.6386814,1.4062705,1.606733481153127,1.5645074,1.67321215970155,1.6398900887628713
12,1.364006386,1.364958,1.7145311,1.7223172986553519,1.3395282,1.7106545764253127,1.4913436677788694
13,1.462881443,1.979649,2.6575503,1.8891988999902138,1.4760929,1.7608019607215326,1.6601945517355532
14,2.924776487,2.1880133,2.944509,2.8593463490925792,2.8930466,2.8816795944816875,2.824937871225951
15,2.158094799,2.231998,1.5983288,1.968523794470272,2.143161,1.9020604070209552,1.7919182496871489
16,1.811674285,1.8394423,2.1380928,1.9112315425172186,1.7992713,1.9783287266828589,2.170033038085111
17,2.501247468,2.7961473,2.179108,2.5009329202685224,2.5457144,2.268551806897144,2.400960908723441
18,3.051405371,2.8408306,3.2127633,3.3653311909559087,2.931672,2.9249947008977446,2.951444299232587
19,2.553995486,2.6617343,1.7490015,2.2642844056474494,2.502315,2.125234884615375,1.8985107459432018
20,3.685079186,3.7414439,3.8758273,3.7497943377983782,3.7974591,3.2962929104891816,3.585037967253085
21,2.264589774,2.567592,3.3019297,2.080025000533259,2.2096946,2.3033661343769656,2.318554993111035
22,2.581464049,2.5205545,2.6680818,2.618584892616073,2.65917,2.514180385238931,2.5406205088310094
23,2.550763973,2.9357972,2.6399646,2.558264663928531,2.780652,2.6290891610569793,2.650785728129461
24,2.444020336,2.360074,2.803297,2.786749297145846,2.17967,2.430947073185886,2.544129157633076
25,3.752823103,3.6159928,4.143157,3.6637139075117826,3.6684835,3.685440766759316,3.8526251760998207
26,2.33293262,2.1673648,1.4669871,1.838482256093168,2.305809,1.9594075217761135,2.0186174677766404
27,2.06278826,2.0472455,1.9841785,2.0850709871337183,2.1102574,1.9231123792967728,2.0168177181861875
28,3.151563131,2.6503716,2.131517,2.897178448964079,3.1749804,2.6528860648797714,2.3085640645823897
29,2.315505149,2.4702191,2.4332528,2.667453795779703,2.2883747,2.4753246893995717,2.415498299293885
30,3.128920013,3.4287393,3.2093534,2.8296525117296047,3.0587945,3.0256491359513973,3.1035838693735553
31,2.672615567,2.6471386,2.2695932,2.3158081003664526,2.7566857,2.434440120498628,2.375210461406261
32,4.68613705,4.7474384,4.2419205,4.6200530927288135,4.6440105,4.531995033875365,4.695194808097639
33,2.143258279,2.4341316,1.9483666,1.934639844464768,2.0164292,2.088281023307514,1.967840612809652
34,2.774590978,2.6345942,2.4095917,2.5634394321019625,2.758407,2.491442275055559,2.674289927984009
35,1.318516557,1.6648554,1.8199627,1.9965231594942485,1.280866,1.5842727177142761,1.4186811268306785
36,2.430758757,1.9263453,2.0836015,2.4414905264616187,2.5853226,2.3161396179747844,2.3304974648380874
37,3.452962319,3.4942987,3.2755795,3.291500086968666,3.3632545,3.245692014706538,3.3525931677064857
38,2.168130477,2.2893043,1.9277322,1.9675329616118868,2.120831,1.9289777556368146,2.0471244722263933
39,1.720504866,1.7007099,2.511221,2.147817217227456,1.7566775,1.942744263718025,2.1660029269809224
40,2.352057788,2.383073,2.5638483,2.397968085511878,2.2604446,2.536005406186725,2.4520965039973306
41,1.442398919,1.6029077,2.3689137,2.1046959900987217,1.3876048,1.9588596517750685,1.8500787204144686
42,1.853160834,1.6869749,1.8811904,1.7280778135848707,1.8745104,1.8199217221208717,1.7531390397939874
43,2.639232777,3.0436685,3.270633,2.5485807607931856,2.5507245,2.7001091667421715,2.5584171573811365
44,4.65683897,4.418486,2.2357562,2.7478650361181005,4.723226,3.4531043829688257,2.8659311885039487
45,2.903536014,2.848021,1.9866787,2.8239456034385912,2.945591,2.5499021420873698,1.9952345570248522
46,4.5399576,4.3486557,3.5441012,4.077431830313767,4.3332176,4.209369044463371,4.205467417765623
47,2.183236664,2.0245342,2.5398748,2.3259841218663175,2.0853841,2.257596007574239,2.2832935580292806
48,1.740211005,1.5392948,2.8959844,2.221164631237679,1.7296127,1.798484174364737,1.840221824124788
