smiles,LogLD
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)n1,3.1944094603958195
Cc1cc(O)cc(C)c1Cl,2.140256377787985
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,2.2965170460809943
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,2.6671929083939703
COC(=O)C=Cc1ccccc1,1.6985602918063545
CC(C)NCC(O)c1ccc2ccccc2c1,2.5657294537781614
COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,2.7374143591212463
N#CC1OC1C#N,2.5220403836729965
CC(=O)OCC=C(C)CCC=C(C)C,1.6051304123207988
CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,4.141404338438425
C[N+]1(CC[N+]2(C)CC3C4C=CC(CC4)C3C2)CCCC1,2.0792198801261397
CC(=O)OCCCc1ccccc1,1.606733481153127
O=C(NNCS(=O)(=O)O)c1ccncc1,1.7223172986553519
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,1.8891988999902138
CCCOP(=S)(OCCC)OP(=S)(OCCC)OCCC,2.8593463490925792
CCC(C)(O)CC,1.968523794470272
Fc1ccc(Br)cc1,1.9112315425172186
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,2.5009329202685224
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,3.3653311909559087
N#CCCCCC#N,2.2642844056474494
CCC(C(=O)C(C)C(O)C(C)CCc1ccc(C)c(O)c1C(=O)O)C1OC(CC)(C2CCC(O)(CC)C(C)O2)CC1C,3.7497943377983782
CC(=O)CCc1c(OC(=O)c2ccccc2)n(-c2ccccc2)n(-c2ccccc2)c1=O,2.080025000533259
O=NN1CCCCCC1,2.618584892616073
CN(C)C1CSSC1,2.558264663928531
COc1c2ccoc2cc2oc(COC3OC(CO)C(O)C(O)C3O)cc(=O)c12,2.786749297145846
CCOP(=S)(CC)Sc1ccc(C)cc1,3.6637139075117826
CCCC(CCC)C(=O)O,1.838482256093168
CC(=O)OC1CCC(N2CCCCC2)CC1,2.0850709871337183
CNN,2.897178448964079
C=CCC1(CCSCCCC)C(=O)N=C(S)NC1=O,2.667453795779703
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,2.8296525117296047
CCCCNC1CCCCC1,2.3158081003664526
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,4.6200530927288135
CC(C)CCI,1.934639844464768
CC(C)NCC(O)c1ccc(O)c(O)c1,2.5634394321019625
O=S(=O)(O)c1ccc2ccccc2c1,1.9965231594942485
CC(N)CC(C)(C)N,2.4414905264616187
C=CCN(CC=C)c1ccc(OC(=O)NC)cc1,3.291500086968666
CC(C)c1ccc(CO)cc1,1.9675329616118868
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,2.147817217227456
COc1ccc(N)cc1OC,2.397968085511878
CCN(CC)c1ccc(C=O)cc1,2.1046959900987217
CC(C=O)=Cc1ccccc1,1.7280778135848707
NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccccc32)CC1,2.5485807607931856
O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,2.7478650361181005
COC(=O)Cl,2.8239456034385912
CCOP(=O)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.077431830313767
Cc1c(I)c(=O)n(-c2ccccc2)n1C,2.3259841218663175
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,2.221164631237679
NC(=O)C(O)(c1ccccc1)c1ccccc1,2.0381886051709612
CCCCC(=O)c1ccc(N)cc1,2.924217239564295
COP(=O)(OC)OC(Br)C(Br)(Br)Br,2.956867975133017
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,1.912761530424397
COc1ccc(C(OC)C2CCCCC2N2CCCCC2)cc1,2.935944267589854
O=S(=O)(O)c1cccc(Nc2nc(Nc3ccc(C=Cc4ccc(Nc5nc(Nc6cccc(S(=O)(=O)O)c6)nc(N(CCO)CCO)n5)cc4S(=O)(=O)O)c(S(=O)(=O)O)c3)nc(N(CCO)CCO)n2)c1,1.928545753851114
N#CC(F)(F)C(F)(F)C(F)(F)C#N,2.108310224004068
CCOCOC(=O)c1ccccc1Nc1c(Cl)ccc(C)c1Cl,2.4282883375821918
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,4.602438076956588
c1coc(COCc2ccco2)c1,3.034233243344362
COc1cccc(O)c1,2.1268044095878715
CC(C)(C)S,1.7551255560749153
Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,3.440059473234851
O=C(OC1CCCCC1)C(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,2.2759146904425807
COc1ccccc1C1C(Cl)C(=O)N1c1ccccc1C(=O)O,2.300518933461077
CCCN(CCC)N=O,2.2678289352176693
CCCC=C1OC(=O)c2ccccc21,1.9807291989242097
CN(C)CCC(c1ccccc1)c1ccccn1,2.781804739121659
CCCCCOc1c(Br)cc(Br)cc1COCCN(CC)CC,2.8282590794049853
CC(N)C(O)c1ccccc1,2.258065603691433
CC(C)OP(C)(=S)Oc1cc(Cl)c(Br)cc1Cl,3.8076333879342306
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.813283000327358
CC1=CC(=C2C(=O)c3ccccc3C2=O)C=CN1CCN1CCCCC1,3.017064513307738
Cc1ccc2[nH]nnc2c1,1.9865944143195586
COc1ccc2c(c1)c(CC(=O)Oc1ccccc1C(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.463173880974815
O=C(O)C(=O)O,0.8837427369433251
CC(=O)O,1.2422063500094103
CC(CO)Oc1ccccc1,1.8519100908359074
CCCCSP(=O)(N(C)C)N(C)C,2.8755332505108795
CCN(CC)P1(=S)OCc2cc([N+](=O)[O-])ccc2O1,3.0488512082821946
CC(C)N(C(=O)CO)c1ccc(F)cc1,2.4001056567660495
CCCCCCCCCCCCCCCCCCOC(=O)Cc1ccc(N(CCCl)CCCl)cc1,3.2282852437649887
COC(=O)C1C(C)=NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],2.3692353804298336
CCOC(=O)C1C(C)=NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,2.526481424069447
CNC,1.9485654252220648
CNC(=O)N(C)c1nnc(C(F)(F)F)s1,2.4242088262583086
